,192.168.60.35,192.168.60.97,192.168.60.98,192.168.60.99,192.168.60.100,192.168.60.101
192.168.10.40,nil,nil,[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP,[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP,[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP,[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP
192.168.10.62,[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent&[1:2013031:7] ET POLICY Python-urllib/ Suspicious User Agent,nil,nil,nil,nil,nil
192.168.10.93,nil,[1:2001330:8] ET POLICY RDP connection confirm&[1:2001330:8] ET POLICY RDP connection confirm&[1:2001330:8] ET POLICY RDP connection confirm&[1:2001330:8] ET POLICY RDP connection confirm&[1:2001330:8] ET POLICY RDP connection confirm&[1:2001330:8] ET POLICY RDP connection confirm,nil,nil,nil,nil
192.168.40.221,nil,nil,[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP,nil,nil,[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP
192.168.70.102,nil,nil,nil,[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP,[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP,nil
192.168.110.2,nil,nil,nil,[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP,[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP&[1:2014906:2] ET INFO .exe File requested over FTP,nil
